relative_path,duration_sec,n_frames,fps
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مُنْزَعِجٌ.mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مُنْضَبِطٌ.mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مُهَذَّبٌ.mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مُهَنْدِسٌ مِعْمَارِيٌّ (إِشَارَة 1).mp4,4.160,104,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مُهِمٌّ (إِشَارَة 1).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مُهِمٌّ (إِشَارَة 2).mp4,4.480,112,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مُهْرٌ (إِشَارَة 1).mp4,5.160,129,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مُوسَى عَلَيْهِ السَّلاَمُ (إِشَارَة 1).mp4,4.800,120,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مُوسِيقَى.mp4,4.360,109,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مُوضَةٌ (إِشَارَة 1).mp4,5.700,171,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مُوضَةٌ (إِشَارَة 2).mp4,2.680,67,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مُوَلِّدَةٌ (إِشَارَة 1).mp4,5.640,141,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مُؤَسَّسَةُ مُحَمَّدٍ الخَامِسِ لِلتَّضَامُنِ.mp4,3.720,93,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مُؤْتَمَرٌ.mp4,4.280,107,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِبْرَاةٌ (أَقْلاَم) (إِشَارَة 1).mp4,6.040,151,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِبْرَاةٌ (أَقْلاَم) (إِشَارَة 2).mp4,4.240,106,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِبْشَرَةٌ.mp4,5.320,133,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِتْرٌ.mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِجْرَفَةٌ.mp4,4.600,115,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِحْرَاثٌ.mp4,4.240,106,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِحْفَظَةٌ.mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِدْفَأَةٌ.mp4,6.080,152,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِرْآبٌ (إِشَارَة 1).mp4,3.440,86,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِرْآبٌ (إِشَارَة 2).mp4,4.440,111,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِرْآةٌ.mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِرْحَاضٌ (إِشَارَة 1).mp4,3.080,77,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِرْحَاضٌ (إِشَارَة 2).mp4,3.280,82,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِرْحَاضٌ (إِشَارَة 3).mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِرْفَقٌ.mp4,4.120,103,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِرْوَحَةٌ.mp4,4.320,108,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِزْمَارٌ.mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِزْهَرِيَّةٌ.mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِسْطَرَةٌ.mp4,4.960,124,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِسْمَارٌ.mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِشْحَنٌ.mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِشْوَاةٌ.mp4,4.840,121,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِصْبَاحٌ.mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِصْعَدٌ.mp4,4.680,117,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِطْرَقَةٌ.mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِظَلَّةٌ.mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِعْطَفٌ.mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِغْسَلٌ.mp4,4.000,100,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِغْنَاطِيسٌ.mp4,3.880,97,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِفْتَاحٌ.mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِفْتَاحُ عُلَب.mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِقَصٌّ.mp4,3.080,77,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِقَصُّ الْحَدِيقَةِ.mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِقَصُّ أَظَافِر.mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِقْلاَةٌ.mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِقْلَمَةٌ.mp4,5.040,126,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِقْوَدٌ.mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِقْياسُ الحَرارَةِ.mp4,3.880,97,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِكْنَسَةٌ.mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِكْوَاةٌ.mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِلَفٌّ (إِشَارَة 1).mp4,3.443,102,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِلَفٌّ (إِشَارَة 2).mp4,2.160,54,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِلْحٌ (إِشَارَة 1).mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِلْحٌ (إِشَارَة 2).mp4,2.120,53,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِلْعَقَةٌ.mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِنْجَل.mp4,4.120,103,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِنْحَةٌ دِرَاسِيَّةٌ.mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِنْدِيلٌ.mp4,4.240,106,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِنْشَارٌ سِلْسِلِيّ.mp4,6.080,152,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِنْظَارٌ.mp4,2.920,73,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِنْفَضَةُ السَّجَائِرِ.mp4,4.400,110,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِنْقَارٌ.mp4,2.680,67,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِهْرَجَانٌ.mp4,4.760,119,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِيكَانِيكِيٌّ.mp4,2.800,70,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِينَاءٌ.mp4,4.240,106,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مِئَةُ دِرْهَمٍ.mp4,2.280,57,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَادَى (إِشَارَة 1).mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَادَى (إِشَارَة 2).mp4,2.800,70,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَادَى (إِشَارَة 3).mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَادِي (إِشَارَة 1).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَادِي (إِشَارَة 2).mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَاسٌ (إِشَارَة 1).mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَاعِمٌ.mp4,4.600,115,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَافُورَةٌ.mp4,4.280,107,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَافِذَةٌ.mp4,2.920,73,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَاقَةٌ.mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَاقَشَ (إِشَارَة 1).mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَاقَشَ (إِشَارَة 2).mp4,2.200,55,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَاقِص.mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَبَاتٌ.mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَبَتَ.mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَتِنٌ (إِشَارَة 1).mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَتِنٌ (إِشَارَة 2).mp4,2.560,64,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَجْدَةٌ.mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَجْمٌ (إِشَارَة 1).mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَحِيفٌ (إِشَارَة 1).mp4,2.680,67,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَحِيفٌ (إِشَارَة 2).mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَحِيفٌ (إِشَارَة 3).mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَحْلَةٌ (إِشَارَة 1).mp4,2.920,73,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَخْلَةٌ.mp4,4.160,104,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَدىً.mp4,5.840,146,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَدِمَ.mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَزَلَ.mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَزْعُ الْأَسْنَانِ.mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَسَخَ.mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَسِيَ (إِشَارَة 1).mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَسِيَ (إِشَارَة 2).mp4,2.600,65,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَشَاطٌ.mp4,3.920,98,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَشِيدٌ وَطَنِيٌّ.mp4,4.360,109,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَصَحَ (إِشَارَة 1).mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَصَحَ (إِشَارَة 2).mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَصَحَ (إِشَارَة 3).mp4,2.880,72,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَصَحَ (إِشَارَة 4).mp4,2.560,64,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَظَرَ (إِشَارَة 1).mp4,2.480,62,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَظَرَ (إِشَارَة 2).mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَظَّارَةٌ.mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَظِيفٌ (إِشَارَة 1).mp4,4.120,103,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَظِيفٌ (إِشَارَة 2).mp4,2.480,62,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَعَامَةٌ.mp4,5.040,126,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَعَمْ.mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَعْجَةٌ.mp4,3.760,94,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَعْلٌ (إِشَارَة 1).mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَفَقٌ.mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَقَابَةٌ.mp4,4.967,149,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَقَانِقُ.mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَمِرٌ (إِشَارَة 1).mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَمِيمَةٌ.mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَمْلَةٌ (إِشَارَة 1).mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَهَارٌ (إِشَارَة 1).mp4,3.800,95,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَهْرٌ.mp4,2.876,85,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَوْمٌ (إِشَارَة 1).mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَوْمٌ (إِشَارَة 2).mp4,4.680,117,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نَيْزَكٌ.mp4,6.320,158,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نُفَايَةٌ (إِشَارَة 1).mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نُفَايَةٌ (إِشَارَة 2).mp4,3.643,108,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نُقُودٌ.mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نُقْطَةٌ (إِشَارَة 1).mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نُقْطَةُ نِظَامٍ.mp4,2.880,72,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نُقْطَتَان.mp4,2.600,65,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نُوحٌ عَلَيْهِ السَّلاَمُ.mp4,4.240,106,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نِسْبَةٌ مِئَوِيَّةٌ (إِشَارَة 1).mp4,2.480,62,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نِسْبَةٌ مِئَوِيَّةٌ (إِشَارَة 2).mp4,2.440,61,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نِصْفٌ (إِشَارَة 1).mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نِصْفٌ (إِشَارَة 2).mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نِصْفُ دَاخِلِي.mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نِصْفُ دَائِرَةٍ (إِشَارَة 1).mp4,3.720,93,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نِصْفُ دَائِرَةٍ (إِشَارَة 2).mp4,2.480,62,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نِظَامٌ (إِشَارَة 1).mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نِظَامٌ (إِشَارَة 2).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نِظَامٌ (إِشَارَة 3).mp4,2.880,72,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نِهَايَة (إِشَارَة 1).mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نِهَايَة (إِشَارَة 2).mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/نْيُويُورْك.mp4,4.440,111,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَاتِفٌ نَقَّالٌ.mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَاتِفٌ.mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَامْبُرْغَر.mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَبَّ (إِشَارَة 1).mp4,5.040,126,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَبَّ (إِشَارَة 2).mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَدِيَّةٌ (إِشَارَة 1).mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَدِيَّةٌ (إِشَارَة 2).mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَدِيَّةٌ (إِشَارَة 3).mp4,4.240,106,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَذَا (إِشَارَة 1).mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَذَا (إِشَارَة 2).mp4,2.120,53,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَذِهِ (إِشَارَة 1).mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَذِهِ (إِشَارَة 2).mp4,1.720,43,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَرَبَ.mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَرْمُونِيكَا.mp4,4.600,115,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَشٌّ.mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَضَبَةٌ (إِشَارَة 1).mp4,4.160,104,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَضَبَةٌ (إِشَارَة 2).mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَكَذَا.mp4,3.967,119,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَلْ (إِشَارَة 1).mp4,5.200,156,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَلْ (إِشَارَة 2).mp4,2.160,54,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَوَاءٌ.mp4,4.880,122,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَوَائِيٌّ.mp4,3.880,97,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَيَّأَ.mp4,4.080,102,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَيْكَلٌ عَظْمِي (إِشَارَة 1).mp4,4.360,109,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هَيْكَلٌ عَظْمِي (إِشَارَة 2).mp4,2.680,67,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هُرَيْرَةٌ.mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هُنَا (إِشَارَة 1).mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هُنَا (إِشَارَة 2).mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هُنَاكَ.mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هُولَنْدَا.mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/هِلَالِيَّةٌ.mp4,4.120,103,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَاجِبٌ.mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَاسَى.mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَاسِعٌ.mp4,6.200,155,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَاشِنْطُن.mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَافَقَ.mp4,3.760,94,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَالٍ.mp4,6.767,203,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَجَدَ.mp4,6.200,155,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَجْدَة.mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَجْهٌ.mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَحِيدٌ (إِشَارَة 1).mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَحِيدُ الْقَرْنِ.mp4,3.280,82,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَدَاعٌ.mp4,3.080,77,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَرَقَةٌ (إِشَارَة 1).mp4,5.000,125,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَزَّان.mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَزَّعَ (إِشَارَة 1).mp4,4.280,107,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَزَّعَ (إِشَارَة 2).mp4,2.280,57,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَزِيرٌ.mp4,2.600,65,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَصَلَ (إِشَارَة 1).mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَصْفَةٌ طِبِّيَّةٌ.mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَضَعَ.mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَطَنٌ.mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَقَفَ.mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وَقْتٌ.mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِزَارَةُ التَّشْغِيلِ.mp4,4.360,109,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِزَارَةُ الشَّبِيبَةِ وَالرِّيَاضَةِ.mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِزَارَةُ الْإِسْكَانِ.mp4,4.400,110,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِزَارَةُ الْعَدْلِ.mp4,4.400,110,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِزَارَةُ الْمَالِيَّةِ.mp4,4.120,103,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِزَاَرَةٌ (إِشَارَة 1).mp4,5.267,158,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِسَادَةٌ.mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِسَامٌ.mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِشَاحٌ.mp4,3.520,88,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِعَاءٌ.mp4,4.440,111,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِلاَدَةٌ (إِشَارَة 1).mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/وِلاَدَةٌ (إِشَارَة 2).mp4,2.280,57,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/يَدٌ.mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/يَدَوِيٌّ.mp4,3.760,94,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/يَوْمٌ (إِشَارَة 1).mp4,2.680,67,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/يَوْمٌ (إِشَارَة 2).mp4,4.480,112,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/يَوْمٌ (إِشَارَة 3).mp4,4.520,113,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/يَوْمِيَّةٌ (إِشَارَة 1).mp4,8.720,218,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/يَوْمِيَّةٌ (إِشَارَة 2).mp4,3.440,86,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/يُورُو.mp4,4.080,102,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/يُونُسُ عَلَيْهِ السَّلاَمُ.mp4,4.320,108,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ً (إِشَارَة 1).mp4,4.560,114,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ً (إِشَارَة 2).mp4,2.360,59,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ٌ (إِشَارَة 1).mp4,4.080,102,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ٌ (إِشَارَة 2).mp4,2.840,71,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ٍ.mp4,4.600,115,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/َ.mp4,4.520,113,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ُ (إِشَارَة 1).mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ُ (إِشَارَة 2).mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ُ (إِشَارَة 3).mp4,2.160,54,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ِ.mp4,4.800,120,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ّ (إِشَارَة 1).mp4,5.560,139,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ّ (إِشَارَة 2).mp4,2.480,62,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ْ (إِشَارَة 1).mp4,3.880,97,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ْ (إِشَارَة 2).mp4,2.680,67,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ْ (إِشَارَة 4).mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ء (إِشَارَة 1).mp4,4.120,103,25.000
